,account,zip_code,neighborhood_code,acreage,new_owner_date,full_addr,sq_ft
5285,520880000074,77005,7441.0,0.1521,2000-09-22 00:00:00.000,"4102 RILEY ST HOUSTON,TX 77005",1885.0
5286,520880000075,77005,7441.0,0.1522,2019-01-16 00:00:00.000,"4101 SOUTHWESTERN ST HOUSTON,TX 77005",3980.0
5287,520880000076,77005,7441.0,0.1435,2016-09-14 00:00:00.000,"4105 SOUTHWESTERN ST HOUSTON,TX 77005",4070.0
5288,520880000077,77005,7441.0,0.1435,1991-12-23 00:00:00.000,"4109 SOUTHWESTERN ST HOUSTON,TX 77005",3132.0
5289,520880000078,77005,7441.0,0.1435,2018-10-09 00:00:00.000,"4115 SOUTHWESTERN ST HOUSTON,TX 77005",3078.0
5290,520880000079,77005,7441.0,0.1722,2014-03-31 00:00:00.000,"4119 SOUTHWESTERN ST HOUSTON,TX 77005",5104.0
5291,520880000080,77005,7441.0,0.1722,2016-06-13 00:00:00.000,"4125 SOUTHWESTERN ST HOUSTON,TX 77005",4142.0
5292,520880000081,77005,7441.0,0.1435,2017-09-25 00:00:00.000,"4127 SOUTHWESTERN ST HOUSTON,TX 77005",3038.0
5293,520880000082,77005,7441.0,0.1435,2017-01-19 00:00:00.000,"4131 SOUTHWESTERN ST HOUSTON,TX 77005",4352.0
5294,520880000083,77005,7441.0,0.1435,2014-02-08 00:00:00.000,"4135 SOUTHWESTERN ST HOUSTON,TX 77005",3456.0
5295,520880000084,77005,7441.0,0.1435,2015-08-20 00:00:00.000,"4139 SOUTHWESTERN ST HOUSTON,TX 77005",3588.0
5296,520880000085,77005,7441.0,0.1451,2005-09-01 00:00:00.000,"4143 SOUTHWESTERN ST HOUSTON,TX 77005",3954.0
5297,520890000086,77005,7441.0,0.1435,2012-07-30 00:00:00.000,"4148 SOUTHWESTERN ST HOUSTON,TX 77005",3029.0
5298,520890000087,77005,7441.0,0.146,2017-09-22 00:00:00.000,"4146 SOUTHWESTERN ST HOUSTON,TX 77005",3696.0
5299,520890000088,77005,7441.0,0.1435,2006-08-09 00:00:00.000,"4140 SOUTHWESTERN ST HOUSTON,TX 77005",3907.0
5300,520890000089,77005,7441.0,0.1435,2008-07-01 00:00:00.000,"4136 SOUTHWESTERN ST HOUSTON,TX 77005",2442.0
5301,520890000090,77005,7441.0,0.1435,2011-06-08 00:00:00.000,"4132 SOUTHWESTERN ST HOUSTON,TX 77005",4356.0
5302,520890000091,77005,7441.0,0.1722,2003-07-25 00:00:00.000,"4126 SOUTHWESTERN ST HOUSTON,TX 77005",3619.0
5303,520890000092,77005,7441.0,0.1722,2011-02-22 00:00:00.000,"4120 SOUTHWESTERN ST HOUSTON,TX 77005",4961.0
5304,520890000093,77005,7441.0,0.1435,2012-09-26 00:00:00.000,"4114 SOUTHWESTERN ST HOUSTON,TX 77005",3723.0
5305,520890000094,77005,7441.0,0.1435,2015-12-10 00:00:00.000,"4110 SOUTHWESTERN ST HOUSTON,TX 77005",4102.0
5306,520890000095,77005,7441.0,0.1435,1991-08-12 00:00:00.000,"4106 SOUTHWESTERN ST HOUSTON,TX 77005",3570.0
5307,520890000096,77005,7441.0,0.1505,2001-06-15 00:00:00.000,"4102 SOUTHWESTERN ST HOUSTON,TX 77005",3946.0
5308,520890000097,77005,7441.0,0.1492,2019-02-20 00:00:00.000,"4101 MARQUETTE ST HOUSTON,TX 77005",3126.0
5309,520890000098,77005,7441.0,0.1435,2019-08-22 00:00:00.000,"4105 MARQUETTE ST HOUSTON,TX 77005",1724.0
5310,520890000099,77005,7441.0,0.1435,2013-05-23 00:00:00.000,"4111 MARQUETTE ST HOUSTON,TX 77005",4063.0
5311,520890000100,77005,7441.0,0.1435,2019-05-23 00:00:00.000,"4115 MARQUETTE ST HOUSTON,TX 77005",3172.0
5312,520890000101,77005,7441.0,0.1722,2014-02-19 00:00:00.000,"4119 MARQUETTE ST HOUSTON,TX 77005",5205.0
5313,520890000102,77005,7441.0,0.1636,2008-06-19 00:00:00.000,"4121 MARQUETTE ST HOUSTON,TX 77005",3552.0
5314,520890000103,77005,7441.0,0.1521,1996-10-04 00:00:00.000,"4125 MARQUETTE ST HOUSTON,TX 77005",3628.0
5315,520890000104,77005,7441.0,0.1435,1992-06-30 00:00:00.000,"4129 MARQUETTE ST HOUSTON,TX 77005",1008.0
5316,520890000105,77005,7441.0,0.1435,2007-02-23 00:00:00.000,"4133 MARQUETTE ST HOUSTON,TX 77005",1964.0
5317,520890000107,77005,7441.0,0.1483,1994-04-13 00:00:00.000,"4141 MARQUETTE ST HOUSTON,TX 77005",2717.0
5318,520900000108,77005,7441.0,0.221,2018-05-23 00:00:00.000,"4146 MARQUETTE ST HOUSTON,TX 77005",3786.0
5319,520900000109,77005,7441.0,0.2152,1994-03-04 00:00:00.000,"4142 MARQUETTE ST HOUSTON,TX 77005",5432.0
5320,520900000112,77005,7441.0,0.1435,1988-05-08 00:00:00.000,"4126 MARQUETTE ST HOUSTON,TX 77005",3568.0
5321,520900000113,77005,7441.0,0.1722,2018-07-20 00:00:00.000,"4124 MARQUETTE ST HOUSTON,TX 77005",4843.0
5322,520900000114,77005,7441.0,0.1722,2014-11-27 00:00:00.000,"4120 MARQUETTE ST HOUSTON,TX 77005",2786.0
5323,520900000115,77005,7441.0,0.1435,2018-11-06 00:00:00.000,"4112 MARQUETTE ST HOUSTON,TX 77005",3510.0
5324,520900000116,77005,7441.0,0.1435,2014-05-29 00:00:00.000,"4110 MARQUETTE ST HOUSTON,TX 77005",3982.0
5325,520900000117,77005,7441.0,0.1435,1997-06-09 00:00:00.000,"4108 MARQUETTE ST HOUSTON,TX 77005",3500.0
5326,520900000118,77005,7441.0,0.1464,2013-12-04 00:00:00.000,"4102 MARQUETTE ST HOUSTON,TX 77005",4346.0
5327,520900000119,77005,7441.0,0.1459,2014-07-16 00:00:00.000,"4103 VILLANOVA ST HOUSTON,TX 77005",4205.0
5328,520900000120,77005,7441.0,0.1492,1993-08-23 00:00:00.000,"4105 VILLANOVA ST HOUSTON,TX 77005",3615.0
5329,520900000121,77005,7441.0,0.1521,1992-04-10 00:00:00.000,"4107 VILLANOVA ST HOUSTON,TX 77005",3613.0
5330,520900000122,77005,7441.0,0.1291,1992-12-21 00:00:00.000,"4115 VILLANOVA ST HOUSTON,TX 77005",3950.0
5331,520900000123,77005,7441.0,0.1722,2013-11-22 00:00:00.000,"4119 VILLANOVA ST HOUSTON,TX 77005",5101.0
5332,520900000124,77005,7441.0,0.1722,2011-08-30 00:00:00.000,"4123 VILLANOVA ST HOUSTON,TX 77005",4483.0
5333,520900000125,77005,7441.0,0.1435,2005-02-25 00:00:00.000,"4129 VILLANOVA ST HOUSTON,TX 77005",3260.0
5334,520900000126,77005,7441.0,0.1435,2018-04-25 00:00:00.000,"4133 VILLANOVA ST HOUSTON,TX 77005",4372.0
5335,520900000127,77005,7441.0,0.1435,2018-07-18 00:00:00.000,"4135 VILLANOVA ST HOUSTON,TX 77005",1230.0
5336,520900000128,77005,7441.0,0.1435,2005-05-27 00:00:00.000,"4137 VILLANOVA ST HOUSTON,TX 77005",4916.0
5337,520900000129,77005,7441.0,0.1521,2012-06-29 00:00:00.000,"4143 VILLANOVA ST HOUSTON,TX 77005",4909.0
5338,520910000130,77005,7441.0,0.1515,2006-04-06 00:00:00.000,"4152 VILLANOVA ST HOUSTON,TX 77005",3347.0
5339,520910000131,77005,7441.0,0.1515,2016-10-25 00:00:00.000,"4148 VILLANOVA ST HOUSTON,TX 77005",3187.0
5340,520910000132,77005,7441.0,0.1515,2008-04-15 00:00:00.000,"4142 VILLANOVA ST HOUSTON,TX 77005",3502.0
5341,520910000133,77005,7441.0,0.1515,2017-05-11 00:00:00.000,"4138 VILLANOVA ST HOUSTON,TX 77005",4455.0
5342,520910000134,77005,7441.0,0.1515,2019-05-08 00:00:00.000,"4134 VILLANOVA ST HOUSTON,TX 77005",3030.0
5343,520910000135,77005,7441.0,0.1515,2006-10-31 00:00:00.000,"4130 VILLANOVA ST HOUSTON,TX 77005",3286.0
5344,520910000136,77005,7441.0,0.1515,2015-12-15 00:00:00.000,"4126 VILLANOVA ST HOUSTON,TX 77005",4368.0
5345,520910000137,77005,7441.0,0.1515,2014-01-03 00:00:00.000,"4122 VILLANOVA ST HOUSTON,TX 77005",2535.0
5346,520910000138,77005,7441.0,0.1515,2019-06-11 00:00:00.000,"4120 VILLANOVA ST HOUSTON,TX 77005",1647.0
5347,520910000139,77005,7441.0,0.1515,2012-08-15 00:00:00.000,"4116 VILLANOVA ST HOUSTON,TX 77005",4377.0
5348,520910000140,77005,7441.0,0.1515,1988-01-02 00:00:00.000,"4110 VILLANOVA ST 5 HOUSTON,TX 77005",1030.0
5349,520910000141,77005,7441.0,0.1515,2017-04-27 00:00:00.000,"4106 VILLANOVA ST HOUSTON,TX 77005",3423.0
5350,520910000142,77005,7441.0,0.1282,1999-04-28 00:00:00.000,"4102 VILLANOVA ST HOUSTON,TX 77005",3548.0
5351,521530000003,77006,8317.03,0.101,1993-03-29 00:00:00.000,"915 WELCH ST HOUSTON,TX 77006",2464.0
5352,522210000001,77006,8316.02,0.1601,2017-10-03 00:00:00.000,"1637 MARSHALL ST HOUSTON,TX 77006",4084.0
5353,522210000002,77006,8316.02,0.1435,1991-05-07 00:00:00.000,"1633 MARSHALL ST HOUSTON,TX 77006",1242.0
5354,522210000004,77006,8316.02,0.1435,2002-05-30 00:00:00.000,"1629 MARSHALL ST HOUSTON,TX 77006",1599.0
5355,522210000004,77006,8316.02,0.1435,2002-05-30 00:00:00.000,"1629 MARSHALL ST HOUSTON,TX 77006",1076.0
5356,522210000005,77006,8316.02,0.1435,2014-11-25 00:00:00.000,"1623 MARSHALL ST HOUSTON,TX 77006",4199.0
5357,522210000006,77006,8316.02,0.1435,2019-12-20 00:00:00.000,"1617 MARSHALL ST HOUSTON,TX 77006",1409.0
5358,522210000007,77006,8316.02,0.1435,1995-09-14 00:00:00.000,"1613 MARSHALL ST HOUSTON,TX 77006",1878.0
5359,522210000008,77006,8316.02,0.1578,2004-09-15 00:00:00.000,"1609 MARSHALL ST HOUSTON,TX 77006",1793.0
5360,522210000009,77006,8316.02,0.1578,2018-07-30 00:00:00.000,"1605 MARSHALL ST HOUSTON,TX 77006",4400.0
5361,522210000010,77006,8316.02,0.1645,2017-05-11 00:00:00.000,"1603 MARSHALL ST HOUSTON,TX 77006",4733.0
5362,522210000017,77006,8316.02,0.2009,2002-03-14 00:00:00.000,"1636 ALABAMA ST HOUSTON,TX 77006",280.0
5363,522210000017,77006,8316.02,0.2009,2002-03-14 00:00:00.000,"1636 ALABAMA ST HOUSTON,TX 77006",2800.0
5364,522220000003,77006,8316.02,0.1446,2019-06-24 00:00:00.000,"1529 MARSHALL ST HOUSTON,TX 77006",1616.0
5365,522220000003,77006,8316.02,0.1446,2019-06-24 00:00:00.000,"1529 MARSHALL ST HOUSTON,TX 77006",912.0
5366,522220000004,77006,8316.02,0.1446,2015-10-12 00:00:00.000,"1525 MARSHALL ST HOUSTON,TX 77006",3575.0
5367,522220000005,77006,8316.02,0.1446,2001-10-12 00:00:00.000,"1523 MARSHALL ST HOUSTON,TX 77006",1413.0
5368,522220000006,77006,8316.02,0.1446,2015-02-27 00:00:00.000,"1517 MARSHALL ST HOUSTON,TX 77006",3455.0
5369,522220000007,77006,8316.02,0.1446,2015-10-11 00:00:00.000,"1515 MARSHALL ST HOUSTON,TX 77006",1614.0
5370,522220000008,77006,8316.02,0.1446,2019-06-14 00:00:00.000,"1511 MARSHALL ST HOUSTON,TX 77006",4119.0
5371,522220000009,77006,8316.02,0.1591,2011-02-18 00:00:00.000,"1507 MARSHALL ST HOUSTON,TX 77006",484.0
5372,522220000009,77006,8316.02,0.1591,2011-02-18 00:00:00.000,"1507 MARSHALL ST HOUSTON,TX 77006",3629.0
5373,522220000010,77006,8316.02,0.0664,2003-11-06 00:00:00.000,"3702 MULBERRY ST HOUSTON,TX 77006",2574.0
5374,522220000021,77006,8316.02,0.09,2001-01-01 00:00:00.000,"1501 MARSHALL ST HOUSTON,TX 77006",2816.0
5375,522230000001,77006,8316.02,0.1638,2016-10-07 00:00:00.000,"1637 KIPLING ST HOUSTON,TX 77006",5036.0
5376,522230000003,77006,8316.02,0.1435,1997-07-14 00:00:00.000,"1627 KIPLING ST HOUSTON,TX 77006",1642.0
5377,522230000004,77006,8316.02,0.1435,2005-11-22 00:00:00.000,"1625 KIPLING ST HOUSTON,TX 77006",1353.0
5378,522230000005,77006,8316.02,0.1435,2017-07-28 00:00:00.000,"1621 KIPLING ST HOUSTON,TX 77006",4009.0
5379,522230000006,77006,8316.02,0.1435,2016-04-14 00:00:00.000,"1617 KIPLING ST HOUSTON,TX 77006",3036.0
5380,522230000007,77006,8316.02,0.1435,2017-04-17 00:00:00.000,"1615 KIPLING ST HOUSTON,TX 77006",3848.0
5381,522230000009,77006,8316.02,0.1722,2004-08-06 00:00:00.000,"1607 KIPLING ST HOUSTON,TX 77006",1964.0
5382,522230000010,77006,8316.02,0.1645,2015-08-11 00:00:00.000,"1601 KIPLING ST HOUSTON,TX 77006",1485.0
5383,522230000011,77006,8316.02,0.1645,2011-02-22 00:00:00.000,"1600 MARSHALL ST HOUSTON,TX 77006",5316.0
5384,522230000012,77006,8316.02,0.1578,1998-01-28 00:00:00.000,"1604 MARSHALL ST HOUSTON,TX 77006",1582.0
5385,522230000012,77006,8316.02,0.1578,1998-01-28 00:00:00.000,"1604 MARSHALL ST HOUSTON,TX 77006",462.0
5386,522230000013,77006,8316.02,0.1578,2001-01-16 00:00:00.000,"1606 MARSHALL ST HOUSTON,TX 77006",2769.0
5387,522230000014,77006,8316.02,0.1435,1988-05-22 00:00:00.000,"1616 MARSHALL ST HOUSTON,TX 77006",1958.0
5388,522230000015,77006,8316.02,0.1435,2017-05-04 00:00:00.000,"1620 MARSHALL ST HOUSTON,TX 77006",368.0
5389,522230000015,77006,8316.02,0.1435,2017-05-04 00:00:00.000,"1620 MARSHALL ST HOUSTON,TX 77006",1848.0
5390,522230000019,77006,8316.02,0.1435,1995-12-07 00:00:00.000,"1634 MARSHALL ST HOUSTON,TX 77006",2423.0
5391,522230000020,77006,8316.02,0.1607,2014-02-25 00:00:00.000,"1638 MARSHALL ST HOUSTON,TX 77006",4825.0
5392,522230000020,77006,8316.02,0.1607,2014-02-25 00:00:00.000,"1638 MARSHALL ST HOUSTON,TX 77006",540.0
5393,522240000002,77006,8316.02,0.1578,2001-07-11 00:00:00.000,"1535 KIPLING ST HOUSTON,TX 77006",1232.0
5394,522240000002,77006,8316.02,0.1578,2001-07-11 00:00:00.000,"1535 KIPLING ST HOUSTON,TX 77006",1417.0
5395,522240000004,77006,8316.02,0.1435,1988-07-09 00:00:00.000,"1521 KIPLING ST HOUSTON,TX 77006",1992.0
5396,522240000005,77006,8316.02,0.1435,1996-04-26 00:00:00.000,"1519 KIPLING ST HOUSTON,TX 77006",2324.0
5397,522240000006,77006,8316.02,0.1435,2018-02-10 00:00:00.000,"1517 KIPLING ST HOUSTON,TX 77006",2503.0
5398,522240000007,77006,8316.02,0.1435,1988-01-02 00:00:00.000,"1511 KIPLING ST HOUSTON,TX 77006",1234.0
5399,522240000008,77006,8316.02,0.1435,2019-05-16 00:00:00.000,"1507 KIPLING ST HOUSTON,TX 77006",1512.0
5400,522240000010,77006,8316.02,0.1203,2001-05-21 00:00:00.000,"1501 KIPLING ST HOUSTON,TX 77006",1490.0
5401,522240000011,77006,8316.04,0.0308,1998-12-08 00:00:00.000,"3608 MULBERRY ST HOUSTON,TX 77006",1766.0
5402,522240000012,77006,8316.02,0.1578,2013-02-14 00:00:00.000,"1508 MARSHALL ST HOUSTON,TX 77006",1598.0
5403,522240000013,77006,8316.02,0.1435,2015-07-28 00:00:00.000,"1510 MARSHALL ST HOUSTON,TX 77006",3362.0
5404,522240000013,77006,8316.02,0.1435,2015-07-28 00:00:00.000,"1510 MARSHALL ST HOUSTON,TX 77006",0.0
5405,522240000014,77006,8316.02,0.1435,1996-11-21 00:00:00.000,"1514 MARSHALL ST HOUSTON,TX 77006",3683.0
5406,522240000015,77006,8316.02,0.1435,2017-12-07 00:00:00.000,"1518 MARSHALL ST HOUSTON,TX 77006",3125.0
5407,522240000016,77006,8316.02,0.1435,2012-04-06 00:00:00.000,"1520 MARSHALL ST HOUSTON,TX 77006",2856.0
5408,522240000017,77006,8316.02,0.1435,2005-10-24 00:00:00.000,"1522 MARSHALL ST HOUSTON,TX 77006",1573.0
5409,522240000019,77006,8316.02,0.1578,1993-03-15 00:00:00.000,"1528 MARSHALL ST HOUSTON,TX 77006",2142.0
5410,522240000019,77006,8316.02,0.1578,1993-03-15 00:00:00.000,"1528 MARSHALL ST HOUSTON,TX 77006",608.0
5411,522240000021,77006,8316.04,0.0401,2018-06-07 00:00:00.000,"3616 MULBERRY ST HOUSTON,TX 77006",1790.0
5412,522240000022,77006,8316.04,0.036,2013-02-28 00:00:00.000,"3606 MULBERRY ST HOUSTON,TX 77006",1836.0
5413,522240000023,77006,8316.04,0.0266,2013-05-23 00:00:00.000,"3610 MULBERRY ST HOUSTON,TX 77006",1766.0
5414,522240000024,77006,8316.04,0.0276,2007-03-29 00:00:00.000,"3612 MULBERRY ST HOUSTON,TX 77006",1766.0
5415,522240000025,77006,8316.04,0.0313,2016-06-15 00:00:00.000,"3614 MULBERRY ST HOUSTON,TX 77006",1766.0
5416,522250000001,77006,8316.02,0.1656,2009-06-12 00:00:00.000,"1639 HAROLD ST HOUSTON,TX 77006",1440.0
5417,522250000002,77006,8316.02,0.1435,2008-04-30 00:00:00.000,"1635 HAROLD ST HOUSTON,TX 77006",704.0
5418,522250000002,77006,8316.02,0.1435,2008-04-30 00:00:00.000,"1635 HAROLD ST HOUSTON,TX 77006",2272.0
5419,522250000003,77006,8316.02,0.1435,2018-06-19 00:00:00.000,"1629 HAROLD ST HOUSTON,TX 77006",504.0
5420,522250000003,77006,8316.02,0.1435,2018-06-19 00:00:00.000,"1629 HAROLD ST HOUSTON,TX 77006",2040.0
5421,522250000004,77006,8316.02,0.1435,2005-12-23 00:00:00.000,"1625 HAROLD ST HOUSTON,TX 77006",2772.0
5422,522250000005,77006,8316.02,0.1435,2006-05-22 00:00:00.000,"1621 HAROLD ST HOUSTON,TX 77006",1624.0
5423,522250000006,77006,8316.02,0.1435,2015-01-08 00:00:00.000,"1619 HAROLD ST HOUSTON,TX 77006",1732.0
5424,522250000007,77006,8316.02,0.1435,2015-02-19 00:00:00.000,"1613 HAROLD ST HOUSTON,TX 77006",1508.0
5425,522250000008,77006,8316.02,0.1578,2006-11-15 00:00:00.000,"1609 HAROLD ST HOUSTON,TX 77006",1998.0
5426,522250000010,77006,8316.02,0.1276,2003-05-15 00:00:00.000,"1601 HAROLD ST HOUSTON,TX 77006",1632.0
5427,522250000011,77006,8316.02,0.1644,2017-01-27 00:00:00.000,"1602 KIPLING ST HOUSTON,TX 77006",5461.0
5428,522250000014,77006,8316.02,0.1435,2002-07-31 00:00:00.000,"1614 KIPLING ST HOUSTON,TX 77006",1320.0
5429,522250000014,77006,8316.02,0.1435,2002-07-31 00:00:00.000,"1614 KIPLING ST HOUSTON,TX 77006",576.0
5430,522250000016,77006,8316.02,0.1435,2015-09-30 00:00:00.000,"1622 KIPLING ST HOUSTON,TX 77006",1294.0
5431,522250000016,77006,8316.02,0.1435,2015-09-30 00:00:00.000,"1622 KIPLING ST HOUSTON,TX 77006",500.0
5432,522250000017,77006,8316.02,0.1435,2002-06-18 00:00:00.000,"1624 KIPLING ST HOUSTON,TX 77006",1334.0
5433,522250000017,77006,8316.02,0.1435,2002-06-18 00:00:00.000,"1624 KIPLING ST HOUSTON,TX 77006",480.0
5434,522250000020,77006,8316.02,0.1637,2017-05-12 00:00:00.000,"1640 KIPLING ST HOUSTON,TX 77006",1494.0
5435,522250000021,77006,8316.04,0.0368,1999-07-27 00:00:00.000,"3508 MANDELL ST HOUSTON,TX 77006",1136.0
5436,522260000001,77006,8316.02,0.155,2009-06-12 00:00:00.000,"1537 HAROLD ST HOUSTON,TX 77006",3360.0
5437,522260000002,77006,8316.02,0.1578,2017-08-31 00:00:00.000,"1533 HAROLD ST HOUSTON,TX 77006",2879.0
5438,522260000002,77006,8316.02,0.1578,2017-08-31 00:00:00.000,"1533 HAROLD ST HOUSTON,TX 77006",960.0
5439,522260000003,77006,8316.02,0.1435,1994-06-15 00:00:00.000,"1531 HAROLD ST HOUSTON,TX 77006",1334.0
5440,522260000004,77006,8316.02,0.1435,2012-06-18 00:00:00.000,"1527 HAROLD ST HOUSTON,TX 77006",5160.0
5441,522260000005,77006,8316.02,0.1435,2014-04-08 00:00:00.000,"1523 HAROLD ST HOUSTON,TX 77006",1073.0
5442,522260000005,77006,8316.02,0.1435,2014-04-08 00:00:00.000,"1523 HAROLD ST HOUSTON,TX 77006",960.0
5443,522260000006,77006,8316.02,0.1435,2016-11-22 00:00:00.000,"1521 HAROLD ST HOUSTON,TX 77006",3848.0
5444,522260000007,77006,8316.02,0.2152,2013-04-19 00:00:00.000,"1509 HAROLD ST HOUSTON,TX 77006",2790.0
5445,522260000011,77006,8316.02,0.1578,2015-09-29 00:00:00.000,"1502 KIPLING ST HOUSTON,TX 77006",2854.0
5446,522260000012,77006,8316.02,0.1578,2008-02-20 00:00:00.000,"1504 KIPLING ST HOUSTON,TX 77006",4698.0
5447,522260000013,77006,8316.02,0.1435,2018-11-26 00:00:00.000,"1508 KIPLING ST HOUSTON,TX 77006",1455.0
5448,522260000014,77006,8316.02,0.1435,2018-11-19 00:00:00.000,"1512 KIPLING ST HOUSTON,TX 77006",4350.0
5449,522260000015,77006,8316.02,0.1435,2018-03-07 00:00:00.000,"1518 KIPLING ST HOUSTON,TX 77006",1879.0
5450,522260000016,77006,8316.02,0.1435,2014-11-18 00:00:00.000,"1522 KIPLING ST HOUSTON,TX 77006",1279.0
5451,522260000017,77006,8316.02,0.1435,2013-06-04 00:00:00.000,"1526 KIPLING ST HOUSTON,TX 77006",2198.0
5452,522260000018,77006,8316.02,0.1435,2000-06-28 00:00:00.000,"1532 KIPLING ST HOUSTON,TX 77006",1394.0
5453,522260000018,77006,8316.02,0.1435,2000-06-28 00:00:00.000,"1532 KIPLING ST HOUSTON,TX 77006",500.0
5454,522260000019,77006,8316.02,0.1578,2016-11-21 00:00:00.000,"1534 KIPLING ST HOUSTON,TX 77006",4472.0
5455,522260000020,77006,8316.02,0.155,2016-02-12 00:00:00.000,"1538 KIPLING ST HOUSTON,TX 77006",1923.0
5456,522260010001,77006,8316.04,0.0717,2014-08-26 00:00:00.000,"1501 HAROLD ST HOUSTON,TX 77006",2994.0
5457,522260010002,77006,8316.04,0.0846,2003-07-15 00:00:00.000,"1503 HAROLD ST HOUSTON,TX 77006",2464.0
5458,522260010003,77006,8316.04,0.0849,2012-10-30 00:00:00.000,"1505 HAROLD ST HOUSTON,TX 77006",2028.0
5459,522260010004,77006,8316.04,0.0717,2005-04-01 00:00:00.000,"1507 HAROLD ST HOUSTON,TX 77006",2994.0
5460,522260010005,77006,8316.04,0.0717,2001-09-05 00:00:00.000,"1507 HAROLD ST HOUSTON,TX 77006",3180.0
5461,522270000001,77006,8316.02,0.1426,2012-05-29 00:00:00.000,"1639 HAWTHORNE ST HOUSTON,TX 77006",2173.0
5462,522270000002,77006,8316.02,0.1217,1995-11-27 00:00:00.000,"1637 HAWTHORNE ST HOUSTON,TX 77006",1324.0
5463,522270000003,77006,8316.02,0.1217,1995-08-07 00:00:00.000,"1635 HAWTHORNE ST HOUSTON,TX 77006",1568.0
5464,522270000005,77006,8316.02,0.1217,2007-06-07 00:00:00.000,"1623 HAWTHORNE ST HOUSTON,TX 77006",1418.0
5465,522270000006,77006,8316.02,0.1217,2013-02-21 00:00:00.000,"1617 HAWTHORNE ST HOUSTON,TX 77006",640.0
5466,522270000006,77006,8316.02,0.1217,2013-02-21 00:00:00.000,"1617 HAWTHORNE ST HOUSTON,TX 77006",1392.0
5467,522270000007,77006,8316.02,0.1217,1998-04-17 00:00:00.000,"1615 HAWTHORNE ST HOUSTON,TX 77006",1271.0
5468,522270000007,77006,8316.02,0.1217,1998-04-17 00:00:00.000,"1615 HAWTHORNE ST HOUSTON,TX 77006",616.0
5469,522270000008,77006,8316.02,0.1338,1993-02-24 00:00:00.000,"1611 HAWTHORNE ST HOUSTON,TX 77006",500.0
5470,522270000008,77006,8316.02,0.1338,1993-02-24 00:00:00.000,"1611 HAWTHORNE ST HOUSTON,TX 77006",1166.0
5471,522270000009,77006,8316.02,0.1338,2000-04-21 00:00:00.000,"1609 HAWTHORNE ST HOUSTON,TX 77006",2462.0
5472,522270000010,77006,8316.02,0.1394,2010-12-17 00:00:00.000,"1601 HAWTHORNE ST HOUSTON,TX 77006",1664.0
5473,522270000011,77006,8316.02,0.1394,2001-06-11 00:00:00.000,"1602 HAROLD ST HOUSTON,TX 77006",3492.0
5474,522270000012,77006,8316.02,0.1338,1989-12-18 00:00:00.000,"1606 HAROLD ST HOUSTON,TX 77006",3104.0
5475,522270000013,77006,8316.02,0.1338,1995-11-07 00:00:00.000,"1610 HAROLD ST HOUSTON,TX 77006",1320.0
5476,522270000014,77006,8316.02,0.1217,2017-06-15 00:00:00.000,"1614 HAROLD ST HOUSTON,TX 77006",2780.0
5477,522270000015,77006,8316.02,0.1217,2019-07-31 00:00:00.000,"1620 HAROLD ST HOUSTON,TX 77006",3890.0
5478,522270000016,77006,8316.02,0.1217,2005-12-28 00:00:00.000,"1624 HAROLD ST HOUSTON,TX 77006",3370.0
5479,522270000017,77006,8316.02,0.1217,2005-12-22 00:00:00.000,"1628 HAROLD ST HOUSTON,TX 77006",2076.0
5480,522270000018,77006,8316.02,0.1217,2012-05-04 00:00:00.000,"1630 HAROLD ST HOUSTON,TX 77006",1050.0
5481,522270000019,77006,8316.02,0.1217,2004-08-17 00:00:00.000,"1636 HAROLD ST HOUSTON,TX 77006",2468.0
5482,522270000020,77006,8316.02,0.1409,1998-10-29 00:00:00.000,"1638 HAROLD ST HOUSTON,TX 77006",1992.0
5483,522280000003,77006,8316.02,0.1228,2018-04-05 00:00:00.000,"1527 HAWTHORNE ST HOUSTON,TX 77006",3873.0
5484,522280000004,77006,8316.02,0.1228,1988-01-01 00:00:00.000,"1525 HAWTHORNE ST HOUSTON,TX 77006",2028.0
5485,522280000005,77006,8316.02,0.1228,2003-08-23 00:00:00.000,"1519 HAWTHORNE ST HOUSTON,TX 77006",1440.0
5486,522280000006,77006,8316.02,0.1228,2019-04-10 00:00:00.000,"1509 HAWTHORNE ST HOUSTON,TX 77006",3824.0
5487,522280000007,77006,8316.02,0.1228,2014-08-26 00:00:00.000,"1507 HAWTHORNE ST HOUSTON,TX 77006",1386.0
5488,522280000008,77006,8316.02,0.1228,1995-11-02 00:00:00.000,"1505 HAWTHORNE ST HOUSTON,TX 77006",1502.0
5489,522280000009,77006,8316.02,0.1351,2013-04-26 00:00:00.000,"1503 HAWTHORNE ST HOUSTON,TX 77006",3169.0
5490,522280000011,77006,8316.02,0.1326,2018-12-17 00:00:00.000,"1502 HAROLD ST HOUSTON,TX 77006",4533.0
5491,522280000012,77006,8316.02,0.1351,1988-12-08 00:00:00.000,"1504 HAROLD ST HOUSTON,TX 77006",3237.0
5492,522280000012,77006,8316.02,0.1351,1988-12-08 00:00:00.000,"1504 HAROLD ST HOUSTON,TX 77006",520.0
5493,522280000014,77006,8316.02,0.1228,2015-06-26 00:00:00.000,"1516 HAROLD ST HOUSTON,TX 77006",4017.0
5494,522280000015,77006,8316.02,0.1228,2019-11-18 00:00:00.000,"1520 HAROLD ST HOUSTON,TX 77006",1493.0
