,Incident,Date,Hour,NIBRS_Class,NIBRS_Description,Offense_Count,Premise,Block_Range,Street_Name,Street_Type,City,Zip_Code
0,20519,1/1/2019,0,13A,Aggravated Assault,1,"Residence, Home (Includes Apartment)",4034,OSBY,DR,HOUSTON,77025
1,20519,1/1/2019,0,23H,All other larceny,1,"Residence, Home (Includes Apartment)",4034,OSBY,DR,HOUSTON,77025
2,20519,1/1/2019,0,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",4034,OSBY,DR,HOUSTON,77025
3,20519,1/1/2019,0,35A,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)",4034,OSBY,DR,HOUSTON,77025
4,34819,1/1/2019,0,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",4065,SILVERWOOD,DR,HOUSTON,77025
5,34819,1/1/2019,0,13B,Simple assault,2,"Residence, Home (Includes Apartment)",4065,SILVERWOOD,DR,HOUSTON,77025
6,43019,1/1/2019,0,35A,"Drug, narcotic violations",1,"Highway, Road, Street, Alley",1160,GRAY,ST,HOUSTON,77002
7,43019,1/1/2019,0,35B,Drug equipment violations,1,"Highway, Road, Street, Alley",1160,GRAY,ST,HOUSTON,77002
8,44419,1/1/2019,0,13B,Simple assault,2,"Bar, Nightclub",2600,TRAVIS,ST,HOUSTON,77006
9,45919,1/1/2019,0,120,Robbery,1,"Highway, Road, Street, Alley",2200,SOUTHWEST,FWY,HOUSTON,77098
10,245519,1/1/2019,0,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2712,SOUTHWEST,FWY,HOUSTON,77098
11,29450119,1/1/2019,0,26F,Identify theft,1,"Drug Store, Doctors Office, Hospital",1315,ST JOSEPH,PKWY,HOUSTON,77002
12,32315819,1/1/2019,0,13C,Intimidation,1,"Commercial, Office Building",3131,LOOP,,HOUSTON,77027
13,84619,1/1/2019,1,13A,Aggravated Assault,1,"Bar, Nightclub",617,FAIRVIEW,AVE,HOUSTON,77006
14,87119,1/1/2019,1,220,"Burglary, Breaking and Entering",1,"Department, Discount Store",8500,MAIN,ST,HOUSTON,77025
15,104719,1/1/2019,1,23H,All other larceny,1,"Bar, Nightclub",506,MAIN,ST,HOUSTON,77002
16,165619,1/1/2019,1,13B,Simple assault,1,"Highway, Road, Street, Alley",2301,MAIN,ST,HOUSTON,77098
17,3237319,1/1/2019,1,13B,Simple assault,1,"Bar, Nightclub",1720,MAIN,ST,HOUSTON,77002
18,5023419,1/1/2019,1,23D,Theft from building,1,Community Center,3201,LOUISIANA,ST,HOUSTON,77006
19,5482619,1/1/2019,1,11A,Forcible rape,1,"Residence, Home (Includes Apartment)",1700-1799,MAIN,ST,HOUSTON,77002
20,121119,1/1/2019,2,13B,Simple assault,1,"Hotel, Motel, ETC",2525,LOOP,,HOUSTON,77027
21,134719,1/1/2019,2,13B,Simple assault,1,"Highway, Road, Street, Alley",506,MAIN,ST,HOUSTON,77002
22,146619,1/1/2019,2,23D,Theft from building,1,"Bar, Nightclub",710,PACIFIC,,HOUSTON,77006
23,276719,1/1/2019,2,23H,All other larceny,1,"Highway, Road, Street, Alley",2206,AUSTIN,ST,HOUSTON,77002
24,3291319,1/1/2019,2,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",2210,DALLAS,ST,HOUSTON,77019
25,152839819,1/1/2019,2,11D,Forcible fondling,1,"Residence, Home (Includes Apartment)",2500-2599,BOLSOVER,ST,HOUSTON,77005
26,172719,1/1/2019,3,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2600,WESTRIDGE,ST,HOUSTON,77054
27,1594219,1/1/2019,3,23H,All other larceny,1,"Bar, Nightclub",2401,SAN JACINTO,ST,HOUSTON,77002
28,268419,1/1/2019,4,23H,All other larceny,1,"Residence, Home (Includes Apartment)",215,MARSHALL,ST,HOUSTON,77006
29,186219,1/1/2019,6,220,"Burglary, Breaking and Entering",1,Convenience Store,218,GRAY,ST,HOUSTON,77002
30,188519,1/1/2019,6,13B,Simple assault,1,"Parking Lot, Garage",8610,ALMEDA,RD,HOUSTON,77054
31,188519,1/1/2019,6,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",8610,ALMEDA,RD,HOUSTON,77054
32,562719,1/1/2019,7,23H,All other larceny,1,"Drug Store, Doctors Office, Hospital",6720,BERTNER,AVE,HOUSTON,77030
33,234119,1/1/2019,10,120,Robbery,1,Speciality Store,2030,GRAY,ST,HOUSTON,77019
34,238719,1/1/2019,11,120,Robbery,1,"Highway, Road, Street, Alley",510,RICHMOND,AVE,HOUSTON,77006
35,254819,1/1/2019,12,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",2328,SOUTHGATE,BLVD,HOUSTON,77030
36,1485119,1/1/2019,12,23H,All other larceny,1,"Residence, Home (Includes Apartment)",1010,ROSINE,,HOUSTON,77019
37,12497519,1/1/2019,12,23H,All other larceny,1,Rental Storage Facility,4341,SOUTHWEST,FWY,HOUSTON,77027
38,20581919,1/1/2019,12,13C,Intimidation,1,"Other, Unknown",602,GIRARD,,HOUSTON,77002
39,142840019,1/1/2019,12,23H,All other larceny,1,"Residence, Home (Includes Apartment)",3311,ELMRIDGE,ST,HOUSTON,77025
40,278119,1/1/2019,13,250,"Counterfeiting, forgery",1,Speciality Store,3265,SOUTHWEST,FWY,HOUSTON,77027
41,308619,1/1/2019,15,13B,Simple assault,1,"Highway, Road, Street, Alley",277,GRAY,ST,HOUSTON,77019
42,327819,1/1/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3700,ROSELAND,,HOUSTON,77006
43,537019,1/1/2019,18,240,Motor vehicle theft,1,"Parking Lot, Garage",2828,GREENBRIAR,DR,HOUSTON,77098
44,15515419,1/1/2019,18,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",7600,KIRBY,DR,HOUSTON,77030
45,374219,1/1/2019,19,23H,All other larceny,1,"Highway, Road, Street, Alley",1201,COMMERCE,ST,HOUSTON,77002
46,387019,1/1/2019,19,13B,Simple assault,1,Restaurant,1699,GRAY,ST,HOUSTON,77019
47,463219,1/1/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1100,WESTHEIMER,RD,HOUSTON,77006
48,564319,1/2/2019,0,26F,Identify theft,1,"Bank, Savings & Loan",2701,BELLFORT,AVE,HOUSTON,77054
49,565619,1/2/2019,0,26B,"Credit card, ATM fraud",1,"Bank, Savings & Loan",4010,BRAESWOOD,BLVD,HOUSTON,77025
50,599919,1/2/2019,0,26F,Identify theft,1,"Other, Unknown",311,HAWTHORNE,ST,HOUSTON,77006
51,74842719,1/2/2019,0,11A,Forcible rape,1,"Residence, Home (Includes Apartment)",4100-4199,BELLFORT,AVE,HOUSTON,77025
52,84591619,1/2/2019,0,13C,Intimidation,1,Cyberspace,1200,TRAVIS,ST,HOUSTON,77002
53,504819,1/2/2019,2,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2317,FANNIN,ST,HOUSTON,77002
54,523119,1/2/2019,5,13C,Intimidation,1,"Residence, Home (Includes Apartment)",6411,FANNIN,ST,HOUSTON,77030
55,555719,1/2/2019,7,520,Weapon law violations,1,"Government, Public Building",1400,LUBBOCK,,HOUSTON,77002
56,573519,1/2/2019,8,13A,Aggravated Assault,1,"Residence, Home (Includes Apartment)",9000,ALMEDA,RD,HOUSTON,77054
57,602819,1/2/2019,8,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",9000,ALMEDA,RD,HOUSTON,77054
58,654419,1/2/2019,9,26B,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)",7300,BROMPTON,ST,HOUSTON,77025
59,12470519,1/2/2019,9,23H,All other larceny,1,Auto Dealership New/Used,10621,MAIN,ST,HOUSTON,77054
60,601319,1/2/2019,10,13C,Intimidation,1,"Residence, Home (Includes Apartment)",1617,FANNIN,ST,HOUSTON,77002
61,608019,1/2/2019,11,23H,All other larceny,1,"Highway, Road, Street, Alley",6103,FANNIN,ST,HOUSTON,77030
62,638619,1/2/2019,12,13A,Aggravated Assault,1,Community Center,7601,FANNIN,ST,HOUSTON,77054
63,1129219,1/2/2019,12,13B,Simple assault,1,"Bar, Nightclub",2327,GRANT,ST,HOUSTON,77006
64,1977919,1/2/2019,12,23H,All other larceny,1,"Other, Unknown",1000,DENNIS,ST,HOUSTON,77002
65,45292419,1/2/2019,12,370,"Pornographs, obscene material",1,"Residence, Home (Includes Apartment)",1200,TRAVIS,ST,HOUSTON,77002
66,696519,1/2/2019,14,240,Motor vehicle theft,1,"Other, Unknown",1919,SMITH,ST,HOUSTON,77002
67,14279319,1/2/2019,14,23H,All other larceny,1,"Parking Lot, Garage",2529,BELLEFONTAINE,ST,HOUSTON,77030
68,709119,1/2/2019,15,120,Robbery,1,"Parking Lot, Garage",7747,KIRBY,DR,HOUSTON,77025
69,733019,1/2/2019,15,23C,Shoplifting,1,Speciality Store,8500,MAIN,ST,HOUSTON,77025
70,747919,1/2/2019,17,23H,All other larceny,1,"Drug Store, Doctors Office, Hospital",7929,KIRBY,DR,HOUSTON,77030
71,842919,1/2/2019,17,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",1906,HAZARD,ST,HOUSTON,77019
72,998819,1/2/2019,17,240,Motor vehicle theft,1,"Highway, Road, Street, Alley",3700,BELLEFONTAINE,ST,HOUSTON,77025
73,70042219,1/2/2019,17,370,"Pornographs, obscene material",1,"Residence, Home (Includes Apartment)",2500,BOLSOVER,ST,HOUSTON,77005
74,791919,1/2/2019,18,13B,Simple assault,1,"Residence, Home (Includes Apartment)",777,PRESTON,ST,HOUSTON,77002
75,930319,1/2/2019,18,240,Motor vehicle theft,1,"Residence, Home (Includes Apartment)",4062,BREAKWOOD,DR,HOUSTON,77025
76,1049319,1/2/2019,18,23C,Shoplifting,1,Convenience Store,8610,ALMEDA,RD,HOUSTON,77054
77,787819,1/2/2019,19,220,"Burglary, Breaking and Entering",1,"Parking Lot, Garage",3427,ROSELAND,,HOUSTON,77006
78,787819,1/2/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3427,ROSELAND,,HOUSTON,77006
79,807819,1/2/2019,19,23F,Theft from motor vehicle,1,"Bar, Nightclub",600,GRAY,ST,HOUSTON,77019
80,810119,1/2/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3139,RICHMOND,AVE,HOUSTON,77098
81,810719,1/2/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1916,BISSONNET,ST,HOUSTON,77098
82,1027219,1/2/2019,19,220,"Burglary, Breaking and Entering",1,Speciality Store,2323,UNIVERSITY,BLVD,HOUSTON,77030
83,812219,1/2/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",9955,BUFFALO SPEEDWAY,,HOUSTON,77054
84,824520,1/2/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3698,TRAVIS,ST,HOUSTON,77002
85,969819,1/2/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1722,CALIFORNIA,ST,HOUSTON,77006
86,964919,1/2/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",201,EMERSON,ST,HOUSTON,77006
87,847919,1/2/2019,22,35A,"Drug, narcotic violations",1,"Service, Gas Station",2111,FANNIN,ST,HOUSTON,77002
88,970819,1/2/2019,22,220,"Burglary, Breaking and Entering",1,Restaurant,315,FAIRVIEW,AVE,HOUSTON,77006
89,864219,1/2/2019,23,23H,All other larceny,1,"Parking Lot, Garage",1919,MAIN,ST,HOUSTON,77098
90,868419,1/2/2019,23,23H,All other larceny,1,"Other, Unknown",4899,MONTROSE,BLVD,HOUSTON,77006
91,884919,1/3/2019,0,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",1625,MAIN,ST,HOUSTON,77002
92,1032319,1/3/2019,0,26F,Identify theft,1,"Other, Unknown",8426,HEARTH,DR,HOUSTON,77054
93,892919,1/3/2019,1,120,Robbery,1,"Residence, Home (Includes Apartment)",8410,BARTELL,DR,HOUSTON,77054
94,1227919,1/3/2019,1,13B,Simple assault,2,"Parking Lot, Garage",1505,BELLFORT,AVE,HOUSTON,77054
95,901019,1/3/2019,2,23H,All other larceny,1,"Airplane, Bus,Train Terminal",902,WASHINGTON,AVE,HOUSTON,77002
96,902119,1/3/2019,2,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",5733,KIRBY,DR,HOUSTON,77005
97,932119,1/3/2019,2,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",3131,BELLFORT,AVE,HOUSTON,77054
98,906719,1/3/2019,3,13B,Simple assault,1,"Parking Lot, Garage",7901,MAIN,ST,HOUSTON,77025
99,908619,1/3/2019,3,13B,Simple assault,1,"Airplane, Bus,Train Terminal",2121,MAIN,ST,HOUSTON,77002
100,908619,1/3/2019,3,35A,"Drug, narcotic violations",1,"Airplane, Bus,Train Terminal",2121,MAIN,ST,HOUSTON,77002
101,908619,1/3/2019,3,35B,Drug equipment violations,1,"Airplane, Bus,Train Terminal",2121,MAIN,ST,HOUSTON,77002
102,940619,1/3/2019,4,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2727,LOOP,,HOUSTON,77054
103,3129419,1/3/2019,5,23G,Theft of motor vehicle parts or accessory,1,"Highway, Road, Street, Alley",1600,LA CONCHA,LN,HOUSTON,77054
104,1482119,1/3/2019,7,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2816,BARTELL,DR,HOUSTON,77054
105,19183319,1/3/2019,7,26B,"Credit card, ATM fraud",1,ATM Separate from Bank,600,MCGOWEN,ST,HOUSTON,77006
106,1440719,1/3/2019,8,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",1617,FANNIN,ST,HOUSTON,77002
107,3287819,1/3/2019,8,23D,Theft from building,1,"Other, Unknown",6565,FANNIN,ST,HOUSTON,77030
108,3778619,1/3/2019,8,240,Motor vehicle theft,1,"Parking Lot, Garage",3141,LOOP,,HOUSTON,77027
109,1516719,1/3/2019,9,26A,"False pretenses, swindle",1,Speciality Store,2413,HOLCOMBE,BLVD,HOUSTON,77030
110,1007519,1/3/2019,10,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2100,BELLMEADE,ST,HOUSTON,77019
111,1065519,1/3/2019,10,13B,Simple assault,1,"Residence, Home (Includes Apartment)",7315,BROMPTON,ST,HOUSTON,77025
112,1212219,1/3/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3614,ALABAMA,ST,HOUSTON,77027
113,1478619,1/3/2019,12,26F,Identify theft,1,"Other, Unknown",2111,HOLLY HALL,ST,HOUSTON,77054
114,1064519,1/3/2019,13,26B,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)",3318,MERRICK,ST,HOUSTON,77025
115,1069719,1/3/2019,13,13B,Simple assault,1,"Other, Unknown",1200,TRAVIS,ST,HOUSTON,77002
116,1069719,1/3/2019,13,35A,"Drug, narcotic violations",1,"Other, Unknown",1200,TRAVIS,ST,HOUSTON,77002
117,1069719,1/3/2019,13,240,Motor vehicle theft,2,"Other, Unknown",1200,TRAVIS,ST,HOUSTON,77002
118,1161119,1/3/2019,13,23F,Theft from motor vehicle,1,Restaurant,4302,RICHMOND,AVE,HOUSTON,77027
119,1095019,1/3/2019,14,13B,Simple assault,1,"Residence, Home (Includes Apartment)",16,CHARLESTON PARK,DR,HOUSTON,77025
120,1099619,1/3/2019,14,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2709,MID,LN,HOUSTON,77027
121,1131119,1/3/2019,14,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2210,DALLAS,ST,HOUSTON,77019
122,1158919,1/3/2019,14,23H,All other larceny,1,"Drug Store, Doctors Office, Hospital",2320,SHEPHERD,DR,HOUSTON,77019
123,1158919,1/3/2019,14,26B,"Credit card, ATM fraud",1,"Drug Store, Doctors Office, Hospital",2320,SHEPHERD,DR,HOUSTON,77019
124,1689919,1/3/2019,14,23F,Theft from motor vehicle,1,"Parking Lot, Garage",5555,HERMANN PARK,DR,HOUSTON,77030
125,1416119,1/3/2019,15,23D,Theft from building,1,"Residence, Home (Includes Apartment)",2001,WESTHEIMER,RD,HOUSTON,77098
126,1418419,1/3/2019,15,13B,Simple assault,1,Daycare Facility,8423,ALMEDA,RD,HOUSTON,77054
127,1524919,1/3/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1801,RICHMOND,AVE,HOUSTON,77098
128,2736019,1/3/2019,15,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",2401,WESTRIDGE,ST,HOUSTON,77054
129,1165319,1/3/2019,16,23A,Pocket-picking,1,"Highway, Road, Street, Alley",3600,MAIN,ST,HOUSTON,77002
130,1463319,1/3/2019,16,23H,All other larceny,1,"Government, Public Building",500,MCKINNEY,ST,HOUSTON,77002
131,1192719,1/3/2019,17,23F,Theft from motor vehicle,1,"Church, Synagogue, Temple",3110,EASTSIDE,ST,HOUSTON,77098
132,1244719,1/3/2019,17,240,Motor vehicle theft,1,"Hotel, Motel, ETC",2330,SOUTHWEST,FWY,HOUSTON,77098
133,1253719,1/3/2019,17,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",9955,BUFFALO SPEEDWAY,,HOUSTON,77054
134,1372219,1/3/2019,17,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",10301,BUFFALO SPEEDWAY,,HOUSTON,77054
135,1207419,1/3/2019,18,23F,Theft from motor vehicle,1,"Department, Discount Store",3102,KIRBY,DR,HOUSTON,77098
136,1222319,1/3/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",5192,BUFFALO SPEEDWAY,,HOUSTON,77005
137,1925919,1/3/2019,18,23H,All other larceny,1,"Other, Unknown",301,LOOP,,HOUSTON,77054
138,1235719,1/3/2019,19,120,Robbery,1,"Parking Lot, Garage",8400,HEARTH,DR,HOUSTON,77054
139,1268019,1/3/2019,19,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1318,WESTHEIMER,RD,HOUSTON,77006
140,1873219,1/3/2019,19,11D,Forcible fondling,1,"Residence, Home (Includes Apartment)",2400-2499,WESTRIDGE,ST,HOUSTON,77054
141,1426619,1/3/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1972,FAIRVIEW,AVE,HOUSTON,77019
142,1967919,1/3/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2800,SOUTH BARTELL,,HOUSTON,77054
143,1263119,1/3/2019,21,120,Robbery,1,"Drug Store, Doctors Office, Hospital",1003,RICHMOND,AVE,HOUSTON,77006
144,1268619,1/3/2019,21,13B,Simple assault,1,"Residence, Home (Includes Apartment)",2820,BARTELL,DR,HOUSTON,77054
145,1274419,1/3/2019,21,120,Robbery,1,Speciality Store,4755,WESTHEIMER,RD,HOUSTON,77027
146,1388419,1/3/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2698,REVERE,ST,HOUSTON,77098
147,1440619,1/3/2019,21,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",3616,RICHMOND,AVE,HOUSTON,77027
148,2930619,1/3/2019,21,23F,Theft from motor vehicle,1,Restaurant,,POST OAK,BLVD,HOUSTON,77027
149,1444919,1/3/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",305,TUAM,,HOUSTON,77006
150,1335419,1/3/2019,23,240,Motor vehicle theft,1,"Parking Lot, Garage",3600,SANDMAN,ST,HOUSTON,77098
151,1378119,1/3/2019,23,23F,Theft from motor vehicle,1,"Parking Lot, Garage",10301,BUFFALO SPEEDWAY,,HOUSTON,77054
152,1408119,1/3/2019,23,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",301,ST JOSEPH,PKWY,HOUSTON,77019
153,2709319,1/3/2019,23,23H,All other larceny,1,"Bar, Nightclub",2301,MAIN,ST,HOUSTON,77002
154,1519319,1/4/2019,0,26C,Impersonation,1,"Residence, Home (Includes Apartment)",2121,ALLEN,PKWY,HOUSTON,77019
155,1326319,1/4/2019,1,13B,Simple assault,1,"Airplane, Bus,Train Terminal",2121,MAIN,ST,HOUSTON,77002
156,2076719,1/4/2019,1,23F,Theft from motor vehicle,1,"Drug Store, Doctors Office, Hospital",6621,FANNIN,ST,HOUSTON,77030
157,1377219,1/4/2019,6,26A,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)",16,CHARLESTON PARK,DR,HOUSTON,77025
158,1395419,1/4/2019,7,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",1825,SAN JACINTO,ST,HOUSTON,77002
159,1397819,1/4/2019,8,23H,All other larceny,1,"Other, Unknown",808,PEASE,ST,HOUSTON,77002
160,1523119,1/4/2019,9,240,Motor vehicle theft,1,"Parking Lot, Garage",1407,JEFFERSON,ST,HOUSTON,77002
161,2713819,1/4/2019,9,23F,Theft from motor vehicle,1,"Parking Lot, Garage",6200,HERMANN PARK,DR,HOUSTON,77030
162,1471419,1/4/2019,11,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",1098,WEBSTER,ST,HOUSTON,77002
163,1483319,1/4/2019,11,120,Robbery,1,"Residence, Home (Includes Apartment)",2250,HOLLY HALL,ST,HOUSTON,77054
164,1517019,1/4/2019,12,23C,Shoplifting,1,"Department, Discount Store",2414,UNIVERSITY,BLVD,HOUSTON,77005
165,1540419,1/4/2019,13,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2390,ALABAMA,ST,HOUSTON,77098
166,1555619,1/4/2019,13,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1540,ALABAMA,ST,HOUSTON,77006
167,1561719,1/4/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3005,LOOP,,HOUSTON,77027
168,1562819,1/4/2019,15,13A,Aggravated Assault,1,Restaurant,2798,OLD SPANISH,TRL,HOUSTON,77054
169,1574619,1/4/2019,15,23H,All other larceny,1,"Other, Unknown",3900,WESTHEIMER,RD,HOUSTON,77027
170,2338119,1/4/2019,15,23G,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)",8519,HEARTH,DR,HOUSTON,77054
171,1602419,1/4/2019,16,13B,Simple assault,1,"Highway, Road, Street, Alley",2700,BISSONNET,ST,HOUSTON,77005
172,1602419,1/4/2019,16,240,Motor vehicle theft,1,"Highway, Road, Street, Alley",2700,BISSONNET,ST,HOUSTON,77005
173,1620619,1/4/2019,16,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",8181,FANNIN,ST,HOUSTON,77054
174,1648319,1/4/2019,18,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2117,DRISCOLL,ST,HOUSTON,77019
175,1658319,1/4/2019,18,13B,Simple assault,1,"Residence, Home (Includes Apartment)",2701,BELLFORT,AVE,HOUSTON,77054
176,1669919,1/4/2019,18,240,Motor vehicle theft,1,"Parking Lot, Garage",8330,EL MUNDO,ST,HOUSTON,77054
177,2711719,1/4/2019,18,13C,Intimidation,1,"Highway, Road, Street, Alley",900,PRAIRIE,ST,HOUSTON,77002
178,1721019,1/4/2019,19,13C,Intimidation,1,Restaurant,2698,WESTHEIMER,RD,HOUSTON,77019
179,1734019,1/4/2019,19,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2614,YUPON,ST,HOUSTON,77006
180,1692719,1/4/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2617,WINDSOR,,HOUSTON,77006
181,1774619,1/4/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3773,RICHMOND,AVE,HOUSTON,77027
182,1866619,1/4/2019,20,23F,Theft from motor vehicle,1,"Hotel, Motel, ETC",1400,OLD SPANISH,TRL,HOUSTON,77054
183,1942619,1/4/2019,20,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",517,HAWTHORNE,ST,HOUSTON,77006
184,7837919,1/4/2019,20,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",2012,BRUN,ST,HOUSTON,77019
185,1720219,1/4/2019,21,13B,Simple assault,1,"Residence, Home (Includes Apartment)",3000,MURWORTH,DR,HOUSTON,77025
186,1721619,1/4/2019,21,23F,Theft from motor vehicle,1,Restaurant,3835,RICHMOND,AVE,HOUSTON,77027
187,1733519,1/4/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2715,SACKETT,ST,HOUSTON,77098
188,1736919,1/4/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1010,OLD SPANISH,TRL,HOUSTON,77025
189,1745019,1/4/2019,21,23H,All other larceny,1,"Hotel, Motel, ETC",1616,MAIN,ST,HOUSTON,77002
190,1762819,1/4/2019,22,23F,Theft from motor vehicle,1,"Hotel, Motel, ETC",8111,KIRBY,DR,HOUSTON,77054
191,1916319,1/4/2019,22,13C,Intimidation,1,"Highway, Road, Street, Alley",4410,WESTHEIMER,RD,HOUSTON,77027
192,1756019,1/4/2019,23,35A,"Drug, narcotic violations",1,"Highway, Road, Street, Alley",900,MCKINNEY,ST,HOUSTON,77002
193,1800119,1/4/2019,23,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",2700,LOOP,,HOUSTON,77054
194,1870519,1/4/2019,23,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1617,FANNIN,ST,HOUSTON,77002
195,11178019,1/5/2019,1,11A,Forcible rape,1,"Other, Unknown",3300-3399,MERCER,ST,HOUSTON,77027
196,1840119,1/5/2019,2,13B,Simple assault,1,"Highway, Road, Street, Alley",710,PACIFIC,,HOUSTON,77006
197,2201319,1/5/2019,2,23H,All other larceny,1,"Highway, Road, Street, Alley",5555,MORNINGSIDE,DR,HOUSTON,77005
198,1824819,1/5/2019,3,13B,Simple assault,2,"Parking Lot, Garage",1000,HADLEY,ST,HOUSTON,77002
199,1830219,1/5/2019,3,13A,Aggravated Assault,1,"Parking Lot, Garage",9955,MAIN,ST,HOUSTON,77054
200,1830219,1/5/2019,3,250,"Counterfeiting, forgery",1,"Parking Lot, Garage",9955,MAIN,ST,HOUSTON,77054
201,1935219,1/5/2019,3,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",1201,WESTHEIMER,RD,HOUSTON,77006
202,1952219,1/5/2019,3,23H,All other larceny,1,"Other, Unknown",2201,AUSTIN,ST,HOUSTON,77002
203,2103219,1/5/2019,3,240,Motor vehicle theft,1,"Parking Lot, Garage",2616,LOOP,,HOUSTON,77054
204,2145519,1/5/2019,3,23H,All other larceny,1,Arena/Stadium/Fairgrounds/Coliseum,1,NRG PARKWAY,,HOUSTON,77025
205,1869019,1/5/2019,8,240,Motor vehicle theft,1,"Other, Unknown",4755,WESTHEIMER,RD,HOUSTON,77027
206,1873519,1/5/2019,8,23C,Shoplifting,1,Convenience Store,301,ALABAMA,ST,HOUSTON,77006
207,1881619,1/5/2019,8,23C,Shoplifting,1,"Service, Gas Station",2222,LOUISIANA,ST,HOUSTON,77002
208,1882519,1/5/2019,8,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1550,LA CONCHA,LN,HOUSTON,77054
209,2536619,1/5/2019,8,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2929,ALLEN,PKWY,HOUSTON,77019
210,2987619,1/5/2019,8,26F,Identify theft,1,"Residence, Home (Includes Apartment)",3196,CHEVY CHASE,DR,HOUSTON,77019
211,1982519,1/5/2019,9,220,"Burglary, Breaking and Entering",1,"Church, Synagogue, Temple",1805,ALABAMA,ST,HOUSTON,77098
212,2163619,1/5/2019,9,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",2900,BRAESWOOD,BLVD,HOUSTON,77025
213,23713019,1/5/2019,9,23H,All other larceny,1,"Residence, Home (Includes Apartment)",707,SAULNIER,,HOUSTON,77019
