,Incident,Date,Hour,NIBRS_Class,NIBRS_Description,Offense_Count,Premise,Block_Range,Street_Name,Street_Type,City,Zip_Code
13739,106301719,8/16/2019,20,26F,Identify theft,1,Restaurant,2040,GRAY,ST,HOUSTON,77019
13740,106301719,8/16/2019,20,26B,"Credit card, ATM fraud",1,Restaurant,2040,GRAY,ST,HOUSTON,77019
13741,106301719,8/16/2019,20,23D,Theft from building,1,Restaurant,2040,GRAY,ST,HOUSTON,77019
13742,107050219,8/16/2019,20,26B,"Credit card, ATM fraud",1,"Commercial, Office Building",3830,RICHMOND,AVE,HOUSTON,77027
13743,105972019,8/16/2019,21,13B,Simple assault,1,"Highway, Road, Street, Alley",300,TRAVIS,ST,HOUSTON,77002
13744,106148519,8/16/2019,21,23C,Shoplifting,1,"Service, Gas Station",1002,MONTROSE,BLVD,HOUSTON,77019
13745,106212219,8/16/2019,21,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",401,ANITA,ST,HOUSTON,77006
13746,106051119,8/16/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2100,HOPKINS,,HOUSTON,77006
13747,106059819,8/16/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",800,FARGO,ST,HOUSTON,77006
13748,106065019,8/16/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",500,HYDE PARK,BLVD,HOUSTON,77006
13749,106261919,8/16/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2312,CROCKER,ST,HOUSTON,77006
13750,106385419,8/16/2019,22,23F,Theft from motor vehicle,1,"Bar, Nightclub",710,PACIFIC,,HOUSTON,77006
13751,106026419,8/16/2019,23,13A,Aggravated Assault,1,"Bar, Nightclub",1204,CAROLINE,ST,HOUSTON,77002
13752,106028719,8/16/2019,23,13B,Simple assault,1,"Bar, Nightclub",808,PACIFIC,,HOUSTON,77006
13753,106047219,8/16/2019,23,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1100,SAULNIER,,HOUSTON,77019
13754,106725019,8/16/2019,23,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",600,PACIFIC,,HOUSTON,77006
13755,106056119,8/17/2019,0,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",2730,HOLLY HALL,ST,HOUSTON,77054
13756,106058519,8/17/2019,0,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",1000,MISSOURI,ST,HOUSTON,77006
13757,106096319,8/17/2019,0,120,Robbery,1,"Bar, Nightclub",2400,BRAZOS,ST,HOUSTON,77006
13758,106220619,8/17/2019,0,13C,Intimidation,1,"Residence, Home (Includes Apartment)",3919,ESSEX,LN,HOUSTON,77027
13759,106075319,8/17/2019,1,13B,Simple assault,1,"Highway, Road, Street, Alley",3302,MERCER,ST,HOUSTON,77027
13760,106086419,8/17/2019,1,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",2000,STANFORD,ST,HOUSTON,77006
13761,106081219,8/17/2019,2,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2212,CONVERSE,,HOUSTON,77006
13762,106082319,8/17/2019,2,220,"Burglary, Breaking and Entering",1,"Drug Store, Doctors Office, Hospital",2366,RICE,BLVD,HOUSTON,77005
13763,106587119,8/17/2019,2,240,Motor vehicle theft,1,"Parking Lot, Garage",3131,LOOP,,HOUSTON,77027
13764,108412719,8/17/2019,2,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",3131,TIMMONS,LN,HOUSTON,77027
13765,117581019,8/17/2019,2,13C,Intimidation,1,"Residence, Home (Includes Apartment)",3308,BRANARD,ST,HOUSTON,77098
13766,117581019,8/17/2019,2,26A,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)",3308,BRANARD,ST,HOUSTON,77098
13767,106103819,8/17/2019,3,120,Robbery,1,"Other, Unknown",2111,FANNIN,ST,HOUSTON,77002
13768,106112319,8/17/2019,4,220,"Burglary, Breaking and Entering",1,"Department, Discount Store",8210,KIRBY,DR,HOUSTON,77054
13769,106114119,8/17/2019,4,220,"Burglary, Breaking and Entering",1,"Commercial, Office Building",2211,WESTHEIMER,RD,HOUSTON,77019
13770,106117419,8/17/2019,4,23D,Theft from building,1,"Drug Store, Doctors Office, Hospital",4700,KIRBY,DR,HOUSTON,77098
13771,106119419,8/17/2019,4,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",4304,CHILDRESS,ST,HOUSTON,77005
13772,106128719,8/17/2019,6,220,"Burglary, Breaking and Entering",1,"Commercial, Office Building",9219,MAIN,ST,HOUSTON,77025
13773,106164619,8/17/2019,8,23C,Shoplifting,1,"Drug Store, Doctors Office, Hospital",1003,RICHMOND,AVE,HOUSTON,77006
13774,106181519,8/17/2019,8,240,Motor vehicle theft,1,"Other, Unknown",5301,MONTROSE,BLVD,HOUSTON,77005
13775,106201519,8/17/2019,10,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",9955,BUFFALO SPEEDWAY,,HOUSTON,77054
13776,106334019,8/17/2019,10,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",8181,FANNIN,ST,HOUSTON,77054
13777,107992319,8/17/2019,10,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",17,SHADOW LAWN,ST,HOUSTON,77005
13778,106215819,8/17/2019,11,13B,Simple assault,1,"Residence, Home (Includes Apartment)",2198,HOLLY HALL,ST,HOUSTON,77054
13779,106237119,8/17/2019,12,120,Robbery,1,"Bank, Savings & Loan",4004,RICHMOND,AVE,HOUSTON,77027
13780,136027619,8/17/2019,12,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",3801,OMEARA,DR,HOUSTON,77025
13781,136027619,8/17/2019,12,26B,"Credit card, ATM fraud",1,"Other, Unknown",3801,OMEARA,DR,HOUSTON,77025
13782,106269319,8/17/2019,14,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2950,OLD SPANISH,TRL,HOUSTON,77054
13783,106288719,8/17/2019,14,23C,Shoplifting,1,"Department, Discount Store",5510,WESLAYAN,ST,HOUSTON,77005
13784,106295219,8/17/2019,14,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1100,VICTOR,ST,HOUSTON,77019
13785,106543019,8/17/2019,14,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",3498,TRAVIS,ST,HOUSTON,77002
13786,106309119,8/17/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3815,EASTSIDE,ST,HOUSTON,77098
13787,106352419,8/17/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",900,WALKER,ST,HOUSTON,77002
13788,106840019,8/17/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",300,PIERCE,ST,HOUSTON,77002
13789,106862119,8/17/2019,16,220,"Burglary, Breaking and Entering",1,Speciality Store,1801,FANNIN,ST,HOUSTON,77002
13790,106352119,8/17/2019,17,13A,Aggravated Assault,1,"Parking Lot, Garage",9598,MAIN,ST,HOUSTON,77025
13791,106377219,8/17/2019,17,23B,Purse-snatching,1,"Grocery, Supermarket",5586,WESLAYAN,ST,HOUSTON,77005
13792,106637119,8/17/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",8700,MAIN,ST,HOUSTON,77025
13793,111815219,8/17/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",9499,MAIN,ST,HOUSTON,77054
13794,106447919,8/17/2019,18,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",5300,MORNINGSIDE,DR,HOUSTON,77005
13795,106625619,8/17/2019,18,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2204,BAGBY,ST,HOUSTON,77002
13796,106641019,8/17/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",5719,KIRBY,DR,HOUSTON,77005
13797,106720519,8/17/2019,18,23F,Theft from motor vehicle,1,Restaurant,1732,WESTHEIMER,RD,HOUSTON,77019
13798,107091619,8/17/2019,18,23F,Theft from motor vehicle,1,Arena/Stadium/Fairgrounds/Coliseum,8400,KIRBY,DR,HOUSTON,77054
13799,108719819,8/17/2019,18,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",9000,ALMEDA,RD,HOUSTON,77054
13800,106393419,8/17/2019,19,23C,Shoplifting,1,Convenience Store,8210,KIRBY,DR,HOUSTON,77054
13801,106399719,8/17/2019,19,23H,All other larceny,1,"Highway, Road, Street, Alley",2261,MAIN,ST,HOUSTON,77098
13802,106623319,8/17/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2425,HOLLY HALL,ST,HOUSTON,77054
13803,106660519,8/17/2019,19,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",2727,REVERE,ST,HOUSTON,77098
13804,106413919,8/17/2019,20,13A,Aggravated Assault,1,"Residence, Home (Includes Apartment)",9701,STELLA LINK,RD,HOUSTON,77025
13805,106441819,8/17/2019,20,23F,Theft from motor vehicle,1,Restaurant,1002,WESTHEIMER,RD,HOUSTON,77006
13806,106480419,8/17/2019,20,240,Motor vehicle theft,1,"Parking Lot, Garage",1201,CLAY,ST,HOUSTON,77019
13807,106626619,8/17/2019,20,23F,Theft from motor vehicle,1,Park/Playground,3821,OVERBROOK,LN,HOUSTON,77027
13808,106664819,8/17/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",4798,MORNINGSIDE,DR,HOUSTON,77005
13809,106443919,8/17/2019,21,35A,"Drug, narcotic violations",1,"Highway, Road, Street, Alley",2134,FANNIN,ST,HOUSTON,77002
13810,106448819,8/17/2019,21,13C,Intimidation,1,"Department, Discount Store",3745,WESTHEIMER,RD,HOUSTON,77027
13811,106526719,8/17/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1500,CALIFORNIA,ST,HOUSTON,77006
13812,106658819,8/17/2019,21,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",2703,SMITH,ST,HOUSTON,77006
13813,106659819,8/17/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",8500,HEARTH,DR,HOUSTON,77054
13814,106693219,8/17/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",4444,WESTHEIMER,RD,HOUSTON,77027
13815,106726619,8/17/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",7675,PHOENIX,DR,HOUSTON,77030
13816,107020119,8/17/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3700,CLAY,ST,HOUSTON,77019
13817,107823319,8/17/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1634,WESTHEIMER,RD,HOUSTON,77006
13818,106473819,8/17/2019,22,120,Robbery,1,"Residence, Home (Includes Apartment)",1901,RICHMOND,AVE,HOUSTON,77098
13819,106484919,8/17/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2700,WAUGH,DR,HOUSTON,77006
13820,107018319,8/17/2019,22,23H,All other larceny,1,Arena/Stadium/Fairgrounds/Coliseum,8400,KIRBY,DR,HOUSTON,77054
13821,106497619,8/17/2019,23,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1902,WESTHEIMER,RD,HOUSTON,77019
13822,106501619,8/17/2019,23,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",8201,FANNIN,ST,HOUSTON,77054
13823,106502219,8/17/2019,23,35A,"Drug, narcotic violations",1,"Parking Lot, Garage",815,PIERCE,ST,HOUSTON,77002
13824,106519819,8/18/2019,0,13B,Simple assault,2,"Bar, Nightclub",612,HADLEY,ST,HOUSTON,77006
13825,106519819,8/18/2019,0,23D,Theft from building,1,"Bar, Nightclub",612,HADLEY,ST,HOUSTON,77006
13826,106519819,8/18/2019,0,13A,Aggravated Assault,1,"Bar, Nightclub",612,HADLEY,ST,HOUSTON,77006
13827,106589119,8/18/2019,0,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2600,NORTH,BLVD,HOUSTON,77098
13828,106705119,8/18/2019,0,23G,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)",7675,PHOENIX,DR,HOUSTON,77030
13829,108160119,8/18/2019,0,23A,Pocket-picking,1,Restaurant,2616,LOUISIANA,ST,HOUSTON,77006
13830,106548919,8/18/2019,1,290,"Destruction, damage, vandalism",1,Speciality Store,3509,MONTROSE,BLVD,HOUSTON,77006
13831,106556119,8/18/2019,1,35A,"Drug, narcotic violations",1,"Highway, Road, Street, Alley",2107,MAIN,ST,HOUSTON,77002
13832,106591619,8/18/2019,1,240,Motor vehicle theft,1,"Parking Lot, Garage",402,GRAY,ST,HOUSTON,77002
13833,106609419,8/18/2019,1,13A,Aggravated Assault,1,"Bar, Nightclub",801,CONGRESS,ST,HOUSTON,77002
13834,106673819,8/18/2019,1,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",7675,PHOENIX,DR,HOUSTON,77030
13835,106748119,8/18/2019,1,240,Motor vehicle theft,1,"Parking Lot, Garage",1755,WYNDALE,,HOUSTON,77030
13836,106886919,8/18/2019,1,13B,Simple assault,2,"Bar, Nightclub",801,CONGRESS,ST,HOUSTON,77002
13837,108639619,8/18/2019,1,23H,All other larceny,1,"Bar, Nightclub",612,HADLEY,ST,HOUSTON,77002
13838,106564619,8/18/2019,2,13B,Simple assault,2,"Bar, Nightclub",401,BREMOND,ST,HOUSTON,77006
13839,106564619,8/18/2019,2,23H,All other larceny,1,"Bar, Nightclub",401,BREMOND,ST,HOUSTON,77006
13840,106571119,8/18/2019,2,13A,Aggravated Assault,1,"Parking Lot, Garage",5000,KIRBY,DR,HOUSTON,77005
13841,106575219,8/18/2019,2,13B,Simple assault,1,"Highway, Road, Street, Alley",2098,HELENA,ST,HOUSTON,77002
13842,106581019,8/18/2019,2,13B,Simple assault,2,"Highway, Road, Street, Alley",300,BREMOND,ST,HOUSTON,77006
13843,106842819,8/18/2019,2,23H,All other larceny,1,"Bar, Nightclub",1201,MCILHENNY,ST,HOUSTON,77002
13844,106958719,8/18/2019,2,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",9295,S. MAIN,ST,HOUSTON,77025
13845,106588719,8/18/2019,3,13B,Simple assault,1,"Parking Lot, Garage",5151,EDLOE,ST,HOUSTON,77005
13846,106945519,8/18/2019,3,26B,"Credit card, ATM fraud",1,"Parking Lot, Garage",3606,ELLA LEE,LN,HOUSTON,77027
13847,106945519,8/18/2019,3,26F,Identify theft,1,"Parking Lot, Garage",3606,ELLA LEE,LN,HOUSTON,77027
13848,106723919,8/18/2019,5,23D,Theft from building,1,"Residence, Home (Includes Apartment)",2630,BISSONNET,ST,HOUSTON,77005
13849,138384119,8/18/2019,5,23H,All other larceny,1,"Residence, Home (Includes Apartment)",909,TEXAS,ST,HOUSTON,77002
13850,106631219,8/18/2019,7,13C,Intimidation,1,"Parking Lot, Garage",10301,BUFFALO SPEEDWAY,,HOUSTON,77054
13851,106639219,8/18/2019,8,13C,Intimidation,1,Restaurant,1620,LOOP,,HOUSTON,77054
13852,106662819,8/18/2019,9,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2929,ALLEN,PKWY,HOUSTON,77019
13853,106668919,8/18/2019,10,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2600,WESTRIDGE,ST,HOUSTON,77054
13854,106676919,8/18/2019,10,13B,Simple assault,1,"Service, Gas Station",4423,SAN FELIPE,ST,HOUSTON,77027
13855,107114819,8/18/2019,11,13B,Simple assault,1,Restaurant,1010,PRAIRIE,ST,HOUSTON,77002
13856,106738419,8/18/2019,13,13B,Simple assault,1,"Highway, Road, Street, Alley",8610,ALMEDA,RD,HOUSTON,77054
13857,106765919,8/18/2019,14,23F,Theft from motor vehicle,1,Park/Playground,4628,WESTPARK,DR,HOUSTON,77027
13858,109278219,8/18/2019,14,23F,Theft from motor vehicle,1,"Hotel, Motel, ETC",6800,MAIN,ST,HOUSTON,77030
13859,145654319,8/18/2019,14,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2303,MID,LN,HOUSTON,77027
13860,106759019,8/18/2019,15,13B,Simple assault,1,"Residence, Home (Includes Apartment)",1903,PORTSMOUTH,,HOUSTON,77098
13861,106777719,8/18/2019,15,120,Robbery,1,"Highway, Road, Street, Alley",1001,FANNIN,ST,HOUSTON,77002
13862,106778219,8/18/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",9803,STELLA LINK,,HOUSTON,77025
13863,106832019,8/18/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",6200,HERMANN PARK,DR,HOUSTON,77030
13864,108089519,8/18/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1000,ROCHOW,,HOUSTON,77019
13865,106807619,8/18/2019,17,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",7727,KIRBY,DR,HOUSTON,77025
13866,106813319,8/18/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",9803,STELLA LINK,,HOUSTON,77025
13867,106830219,8/18/2019,18,290,"Destruction, damage, vandalism",1,Restaurant,4444,WESTHEIMER,RD,HOUSTON,77027
13868,106839919,8/18/2019,18,13B,Simple assault,1,"Drug Store, Doctors Office, Hospital",7601,FANNIN,ST,HOUSTON,77054
13869,106840519,8/18/2019,18,13B,Simple assault,1,Restaurant,3033,LOOP,,HOUSTON,77054
13870,106880719,8/18/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2950,OLD SPANISH,TRL,HOUSTON,77054
13871,107030819,8/18/2019,18,220,"Burglary, Breaking and Entering",1,Construction Site,800,ROSINE,,HOUSTON,77019
13872,107084519,8/18/2019,18,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",200,WELCH,ST,HOUSTON,77006
13873,108093119,8/18/2019,18,23H,All other larceny,1,"Residence, Home (Includes Apartment)",1617,FANNIN,ST,HOUSTON,77002
13874,106849919,8/18/2019,19,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2800,KIRBY,DR,HOUSTON,77098
13875,106856419,8/18/2019,19,13B,Simple assault,1,"Highway, Road, Street, Alley",8998,ILONA,LN,HOUSTON,77025
13876,106858219,8/18/2019,19,23H,All other larceny,1,"Highway, Road, Street, Alley",1400,POLK,,HOUSTON,77002
13877,4887720,8/18/2019,20,370,"Pornographs, obscene material",1,"Residence, Home (Includes Apartment)",1200,TRAVIS,ST,HOUSTON,77002
13878,106879019,8/18/2019,20,120,Robbery,1,Restaurant,2017,MAIN,ST,HOUSTON,77002
13879,106966519,8/18/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1035,ROCHOW,,HOUSTON,77019
13880,107518319,8/18/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2221,CONVERSE,,HOUSTON,77006
13881,108079919,8/18/2019,20,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",302,GRAY,ST,HOUSTON,77002
13882,106892719,8/18/2019,21,120,Robbery,1,"Airplane, Bus,Train Terminal",1804,MAIN,ST,HOUSTON,77002
13883,106946919,8/18/2019,21,13B,Simple assault,1,"Parking Lot, Garage",2320,CROCKER,ST,HOUSTON,77006
13884,107076419,8/18/2019,21,26B,"Credit card, ATM fraud",1,"Parking Lot, Garage",2350,BAGBY,ST,HOUSTON,77006
13885,107076419,8/18/2019,21,23H,All other larceny,1,"Parking Lot, Garage",2350,BAGBY,ST,HOUSTON,77006
13886,106917419,8/18/2019,22,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",1915,BRANARD,ST,HOUSTON,77098
13887,106917419,8/18/2019,22,13B,Simple assault,1,"Residence, Home (Includes Apartment)",1915,BRANARD,ST,HOUSTON,77098
13888,107011319,8/18/2019,22,220,"Burglary, Breaking and Entering",1,Restaurant,2250,HOLCOMBE,BLVD,HOUSTON,77030
13889,107032019,8/18/2019,22,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",8541,HATTON,ST,HOUSTON,77025
13890,106947419,8/18/2019,23,13B,Simple assault,1,"Bar, Nightclub",200,GRAY,ST,HOUSTON,77002
13891,107092719,8/18/2019,23,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",1901,NORTH,BLVD,HOUSTON,77098
13892,111677719,8/19/2019,0,26F,Identify theft,1,"Other, Unknown",3902,LAW,ST,HOUSTON,77005
13893,107319219,8/19/2019,1,240,Motor vehicle theft,1,"Other, Unknown",4715,MAIN,ST,HOUSTON,77002
13894,106978919,8/19/2019,2,35A,"Drug, narcotic violations",1,"Highway, Road, Street, Alley",2100,FANNIN,ST,HOUSTON,77002
13895,107625319,8/19/2019,4,290,"Destruction, damage, vandalism",1,Cyberspace,2368,RICE,BLVD,HOUSTON,77005
13896,107007119,8/19/2019,5,13A,Aggravated Assault,1,"Bar, Nightclub",3217,MERCER,ST,HOUSTON,77027
13897,107007119,8/19/2019,5,23H,All other larceny,1,"Bar, Nightclub",3217,MERCER,ST,HOUSTON,77027
13898,107007119,8/19/2019,5,290,"Destruction, damage, vandalism",1,"Bar, Nightclub",3217,MERCER,ST,HOUSTON,77027
13899,107513219,8/19/2019,5,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2350,BAGBY,ST,HOUSTON,77006
13900,107070719,8/19/2019,8,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3900,YUPON,ST,HOUSTON,77006
13901,107126419,8/19/2019,8,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2459,BRAESWOOD,BLVD,HOUSTON,77030
13902,107541319,8/19/2019,8,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3422,ALLEN,PKWY,HOUSTON,77019
13903,107087519,8/19/2019,9,520,Weapon law violations,1,"Government, Public Building",1400,LUBBOCK,,HOUSTON,77002
13904,107609119,8/19/2019,9,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",5200,DINCANS,ST,HOUSTON,77005
13905,107093219,8/19/2019,10,220,"Burglary, Breaking and Entering",1,Rental Storage Facility,3555,LOOP,,HOUSTON,77025
13906,107096619,8/19/2019,10,13B,Simple assault,2,"Drug Store, Doctors Office, Hospital",1415,CALIFORNIA,ST,HOUSTON,77006
13907,107117619,8/19/2019,10,13B,Simple assault,1,"Drug Store, Doctors Office, Hospital",1415,CALIFORNIA,ST,HOUSTON,77006
13908,107149619,8/19/2019,10,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",7010,STAFFORDSHIRE,,HOUSTON,77030
13909,112180319,8/19/2019,10,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",2400,LOOP,,HOUSTON,77054
13910,107447619,8/19/2019,11,23F,Theft from motor vehicle,1,Restaurant,2515,SOUTHWEST,FWY,HOUSTON,77098
13911,107158119,8/19/2019,12,250,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)",2517,RIVER OAKS,BLVD,HOUSTON,77019
13912,107158119,8/19/2019,12,26A,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)",2517,RIVER OAKS,BLVD,HOUSTON,77019
13913,107158119,8/19/2019,12,26F,Identify theft,1,"Residence, Home (Includes Apartment)",2517,RIVER OAKS,BLVD,HOUSTON,77019
13914,107315319,8/19/2019,12,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",1711,CAROLINE,ST,HOUSTON,77002
13915,107208619,8/19/2019,13,23C,Shoplifting,1,"Other, Unknown",3509,MONTROSE,BLVD,HOUSTON,77006
13916,107210119,8/19/2019,14,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3102,KIRBY,DR,HOUSTON,77098
13917,107227419,8/19/2019,14,250,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)",3507,MARONEAL,ST,HOUSTON,77025
13918,107250219,8/19/2019,14,240,Motor vehicle theft,2,"Highway, Road, Street, Alley",3700,DRUMMOND,ST,HOUSTON,77025
13919,109621619,8/19/2019,14,23H,All other larceny,1,"Residence, Home (Includes Apartment)",1653,MAIN,ST,HOUSTON,77006
13920,107232419,8/19/2019,15,13B,Simple assault,1,"Parking Lot, Garage",1410,HYDE PARK,BLVD,HOUSTON,77006
13921,107640219,8/19/2019,15,23C,Shoplifting,1,Speciality Store,2401,TIMES,BLVD,HOUSTON,77005
13922,107280719,8/19/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3852,GLEN ARBOR,DR,HOUSTON,77025
13923,107379219,8/19/2019,16,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1100,WESTHEIMER,RD,HOUSTON,77006
13924,107402719,8/19/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1424,WESTHEIMER,RD,HOUSTON,77006
13925,107429019,8/19/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3315,MILAM,ST,HOUSTON,77006
13926,107435519,8/19/2019,17,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",5300,MORNINGSIDE,DR,HOUSTON,77005
13927,107341019,8/19/2019,18,23D,Theft from building,1,"Commercial, Office Building",1111,LOUISIANA,ST,HOUSTON,77002
13928,107383219,8/19/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2704,MILAM,ST,HOUSTON,77006
13929,107522119,8/19/2019,18,220,"Burglary, Breaking and Entering",1,"Other, Unknown",2505,HOLCOMBE,BLVD,HOUSTON,77030
13930,107346919,8/19/2019,19,23C,Shoplifting,1,Arena/Stadium/Fairgrounds/Coliseum,501,CRAWFORD,ST,HOUSTON,77002
13931,107395919,8/19/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3963,KIRBY,DR,HOUSTON,77098
13932,107410419,8/19/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",5114,KIRBY,DR,HOUSTON,77005
13933,107496919,8/19/2019,19,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",700,PACIFIC,,HOUSTON,77006
13934,107543519,8/19/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1698,RUIZ,,HOUSTON,77002
13935,107554919,8/19/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1732,WESTHEIMER,RD,HOUSTON,77019
13936,107371119,8/19/2019,20,23D,Theft from building,1,Restaurant,2340,ALABAMA,ST,HOUSTON,77098
13937,107381919,8/19/2019,20,13B,Simple assault,1,"Airplane, Bus,Train Terminal",2100,WESTHEIMER,RD,HOUSTON,77019
13938,107415019,8/19/2019,20,23F,Theft from motor vehicle,1,"Bar, Nightclub",2316,SHEPHERD,DR,HOUSTON,77019
13939,107421019,8/19/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1644,HAWTHORNE,ST,HOUSTON,77006
13940,107422319,8/19/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1400,WESTHEIMER,RD,HOUSTON,77006
13941,107500219,8/19/2019,20,220,"Burglary, Breaking and Entering",1,"Other, Unknown",2294,HOLCOMBE,BLVD,HOUSTON,77030
13942,107614519,8/19/2019,20,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1424,WESTHEIMER,RD,HOUSTON,77006
13943,107844919,8/19/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2303,SMITH,ST,HOUSTON,77006
13944,108293919,8/19/2019,20,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",777,DUNLAVY,ST,HOUSTON,77019
13945,107414519,8/19/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1639,WESTHEIMER,RD,HOUSTON,77006
13946,107440319,8/19/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3801,WESLAYAN,ST,HOUSTON,77027
13947,107441619,8/19/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2305,ALABAMA,ST,HOUSTON,77098
